PL_NAME,SPEC_TYPE,AUTHORS,NUM_DATAPOINTS,INSTRUMENT,FACILITY,MINWAVELNG,MAXWAVELNG,MINTRANMID,MAXTRANMID,NOTE
GJ 3470 b,Transmission,Biddle et al. 2014,1,ISLE,National Astronomical Observatory of Japan's Okayama Astrophysical Observatory 1.88m Telescope,1.215,1.215,2456247.2995,2456247.2995,
GJ 3470 b,Transmission,Biddle et al. 2014,1,Large Monolithic Imager,Lowell Observatory's 4.3-m Discovery Channel Telescope,0.7886,0.7886,2456310.6962,2456310.6962,
GJ 3470 b,Transmission,Biddle et al. 2014,1,Mont4K CCD Imager,Steward Observatory's 1.5 meter Kuiper Telescope,0.7886,0.7886,2456340.7259,2456340.7259,
GJ 3470 b,Transmission,Biddle et al. 2014,2,SBIG imager,LCOGT 1m telescope at Cerro Tololo Inter-American Observatory,0.6274,0.87,2456300.6855,2456300.6855,
GJ 3470 b,Transmission,Biddle et al. 2014,3,SBIG imager,LCOGT 1m telescope at McDonald Observatory,0.6274,0.7695,2456360.7449,2456380.7648,
GJ 3470 b,Transmission,Biddle et al. 2014,2,,Large Binocular Telescope Observatory,0.3575,0.9635,2456340.7259,2456340.7259,
GJ 3470 b,Transmission,Biddle et al. 2014,2,,La Silla Observatory's 60-cm Trappist Telescope,0.9222,0.9222,2455983.7417,2455993.7141,
GJ 3470 b,Transmission,Biddle et al. 2014,1,,Calar Alto observatory's 1.23m Telescope,0.7886,0.7886,2456367.4195,2456367.4195,
GJ 3470 b,Transmission,Biddle et al. 2014,3,,National Astronomical Observatory of Japan's Okayama Astrophysical Observatory 0.5m Telescope,0.4858,0.7886,2456247.2995,2456247.2995,
GJ 3470 b,Transmission,Biddle et al. 2014,1,,Faulkes Telescope North,0.4326,0.4326,2456360.7449,2456360.7449,
GJ 3470 b,Transmission,Ehrenreich et al. 2014,107,Wide Field Camera 3,Hubble Space Telescope satellite,1.153,1.645,,,
GJ 3470 b,Transmission,Fukui et al. 2013,1,ISLE,National Astronomical Observatory of Japan's Okayama Astrophysical Observatory 1.88m Telescope,1.215,1.215,2456247.2995,2456247.2995,
GJ 3470 b,Transmission,Fukui et al. 2013,3,,National Astronomical Observatory of Japan's Okayama Astrophysical Observatory 0.5m Telescope,0.4858,0.7886,2456247.2995,2456247.2995,
GJ 3470 b,Transmission,Crossfield et al. 2013,6,MOSFIRE,KECK I Telescope,2.11,2.335,2456390.7758,2456390.7758,
GJ 3470 b,Transmission,Nascimbeni et al. 2013,2,LBC,Large Binocular Telescope Observatory,0.3575,0.9635,2456340.7256,2456340.7256,
GJ 3470 b,Transmission,Dragomir et al. 2015,2,Fairchild CCD486 BI,LCOGT 2m telescope at Siding Springs Observatory,0.49,0.49,2456661.0463,2456691.0739,
GJ 3470 b,Transmission,Dragomir et al. 2015,1,Fairchild CCD486 BI,LCOGT 2m telescope at Haleakala Observatory,0.49,0.49,2456681.0617,2456681.0617,
GJ 3470 b,Transmission,Dragomir et al. 2015,2,Mont4k CCD,Steward Observatory's 1.5 meter Kuiper Telescope,0.437,0.545,2456677.7278,2456697.7473,
GJ 3470 b,Transmission,Dragomir et al. 2015,3,SBIG imager,LCOGT 1m telescope at South African Astronomical Observatory,0.763,0.763,2456684.4005,2456714.4316,
GJ 3470 b,Transmission,Dragomir et al. 2015,4,SBIG imager,LCOGT 1m telescope at McDonald Observatory,0.49,0.763,2456370.757,2456717.7641,
GJ 3470 b,Transmission,Awiphan et al. 2016,1,Multiple Instruments,Multiple Observatories,0.6469,0.6469,,,
GJ 3470 b,Transmission,Awiphan et al. 2016,4,ULTRASPEC,Thai National Observatory's 2.4m Telescope,0.4858,0.9222,,,
GJ 3470 b,Transmission,Benneke et al. 2019,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,,,
GJ 3470 b,Transmission,Benneke et al. 2019,8,Space Telescope Imaging Spectrograph,Hubble Space Telescope satellite,0.552,0.895,,,
GJ 3470 b,Transmission,Benneke et al. 2019,18,Wide Field Camera 3,Hubble Space Telescope satellite,1.135,1.645,,,
GJ 3470 b,Transmission,Edwards et al. 2023,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.1262,1.6294,,,G141
HAT-P-41 b,Emission,Changeat et al. 2022,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,,,Figure 2
HAT-P-41 b,Emission,Changeat et al. 2022,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.1263,1.6295,,,Figure 2
HAT-P-41 b,Emission,Mansfield et al. 2021,14,Wide Field Camera 3,Hubble Space Telescope satellite,1.139,1.64,,,Supplementary Table 5
HAT-P-41 b,Emission,Fu et al. 2022,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,,,Table 2
HAT-P-41 b,Emission,Fu et al. 2022,15,Wide Field Camera 3,Hubble Space Telescope satellite,1.1137,1.6345,,,Table 2
HAT-P-41 b,Transmission,Wakeford et al. 2020,59,Wide Field Camera 3,Hubble Space Telescope satellite,0.205,0.785,,,
HAT-P-41 b,Transmission,Changeat et al. 2022,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.1263,1.6295,,,Figure 2
WASP-49 b,Transmission,Jiang et al. 2023,40,OSIRIS,Gran Telescopio CANARIAS 10.4m telescope,0.53,0.92,,,
WASP-62 b,Transmission,Skaf et al. 2020,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.1262,1.6295,,,Table 4
WASP-67 b,Emission,Kammer et al. 2015,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,,,Table 3
WASP-67 b,Transmission,Mancini et al. 2014,1,DFOSC,Danish 1.54m telescope at European Southern Observatory,0.6489,0.6489,,,
WASP-67 b,Transmission,Mancini et al. 2014,1,EulerCam,The Swiss Euler 1.2m Telescope,0.6641,0.6641,,,
WASP-67 b,Transmission,Mancini et al. 2014,4,GROND,Max Planck Gesellschaft 2.2 meter Telescope at European Southern Observatory,0.459,0.8989,,,
WASP-67 b,Transmission,Mancini et al. 2014,1,TRAPPISTCam,La Silla Observatory's 60-cm TRAPPIST Telescope,0.838,0.838,,,
WASP-57 b,Transmission,Southworth et al. 2015,4,BUSCA,Calar Alto Observatory's 2.2 meter Telescope,0.35,0.91,,,
WASP-57 b,Transmission,Southworth et al. 2015,1,DFOSC,Danish 1.54m telescope at European Southern Observatory,0.6489,0.6489,,,
WASP-57 b,Transmission,Southworth et al. 2015,1,EulerCam,The Swiss Euler 1.2m Telescope,0.66,0.66,,,
WASP-57 b,Transmission,Southworth et al. 2015,4,GROND,Max Planck Gesellschaft 2.2 meter Telescope at European Southern Observatory,0.477,0.9134,,,
WASP-52 b,Transmission,Chen et al. 2017,26,OSIRIS,Gran Telescopio CANARIAS 10.4m telescope,0.5306,0.8945,,,
WASP-52 b,Transmission,Louden et al. 2017,19,ACAM,Isaac Newton Group's William Herschel Telescope,0.4125,0.8625,,,
WASP-77 A b,Emission,Changeat et al. 2022,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,,,Figure 2
WASP-77 A b,Emission,Changeat et al. 2022,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.1263,1.6295,,,Figure 2
WASP-77 A b,Emission,August et al. 2023,150,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.811,5.164,,,Table 2
WASP-80 b,Emission,Triaud et al. 2015,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,,,Table 1
WASP-80 b,Transmission,Triaud et al. 2015,1,DFOSC,Danish 1.54m telescope at European Southern Observatory,0.8,0.8,,,
WASP-80 b,Transmission,Triaud et al. 2015,2,GROND,Max Planck Gesellschaft 2.2 meter Telescope at European Southern Observatory,0.47,0.77,,,
WASP-80 b,Transmission,Triaud et al. 2015,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,,,
WASP-80 b,Transmission,Triaud et al. 2015,2,Multiple Instruments,Multiple Observatories,0.62,0.9,,,
WASP-80 b,Transmission,Fukui et al. 2014,2,ISLE,National Astronomical Observatory of Japan's Okayama Astrophysical Observatory 1.88m Telescope,1.215,1.215,2456518.1033,2456557.9858,
WASP-80 b,Transmission,Fukui et al. 2014,9,SIRIUS,Infrared Survey Facility,1.25,2.14,2456490.4925,2456573.3247,
WASP-80 b,Transmission,Fukui et al. 2014,6,,National Astronomical Observatory of Japan's Okayama Astrophysical Observatory 0.5m Telescope,0.48,0.8,2456518.1033,2456557.9858,
WASP-80 b,Transmission,Kirk et al. 2018,34,ACAM,Isaac Newton Group William Herschel Telescope,0.479,0.879,,,
HATS-2 b,Transmission,Biagiotti et al. 2024,2,DFOSC,Danish 1.54m telescope at European Southern Observatory,0.6489,0.82,,,"from text, Section 6"
HATS-2 b,Transmission,Biagiotti et al. 2024,4,GROND,Max Planck Gesellschaft 2.2 meter Telescope at European Southern Observatory,0.477,0.9134,,,"from text, Section 6"
WASP-103 b,Emission,Cartier et al. 2017,22,Wide Field Camera 3,Hubble Space Telescope satellite,1.0806,1.6848,,,Table 6
WASP-103 b,Emission,Changeat et al. 2022,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,,,Figure 2
WASP-103 b,Emission,Changeat et al. 2022,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.1263,1.6295,,,Figure 2
WASP-103 b,Transmission,Southworth &amp; Evans 2016,2,DFOSC,Danish 1.54m telescope at European Southern Observatory,0.6589,0.82,,,
WASP-103 b,Transmission,Southworth &amp; Evans 2016,4,GROND,Max Planck Gesellschaft 2.2 meter Telescope at European Southern Observatory,0.477,0.9134,,,
WASP-103 b,Transmission,Wilson et al. 2020,16,FORS2,Very Large Telescope (Antu),0.3943,0.6043,,,
WASP-103 b,Transmission,Changeat et al. 2022,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.1263,1.6295,,,Figure 2
WASP-103 b,Transmission,Edwards et al. 2023,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.1262,1.6294,,,G141
WASP-96 b,Transmission,Nikolov et al. 2018,49,FORS2,Very Large Telescope (Antu),0.3756,0.7973,,,
WASP-96 b,Transmission,Radica et al. 2023,2605,Near Infrared Imager and Slitless Spectrograph (NIRISS),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,0.6,2.8286,,,"SOSS mode, supreme-SPOON pipeline"
WASP-98 b,Transmission,Mancini et al. 2016,8,GROND,Max Planck Gesellschaft 2.2 meter Telescope at European Southern Observatory,0.459,0.8989,2456943.6959,2457029.6128,
WASP-101 b,Transmission,Wakeford et al. 2017,15,Wide Field Camera 3,Hubble Space Telescope satellite,1.1425,1.6325,,,
WASP-101 b,Transmission,Rathcke et al. 2023,26,Space Telescope Imaging Spectrograph,Hubble Space Telescope satellite,0.3398,0.9772,,,
WASP-117 b,Transmission,Anisman et al. 2020,18,Wide Field Camera 3,Hubble Space Telescope satellite,1.1262,1.6237,,,
WASP-117 b,Transmission,Carone et al. 2021,19,Wide Field Camera 3,Hubble Space Telescope satellite,1.138,1.6421,,,CASCADE pipeline
WASP-117 b,Transmission,Carone et al. 2021,19,Wide Field Camera 3,Hubble Space Telescope satellite,1.138,1.6421,,,nominal pipeline
WASP-69 b,Transmission,Murgas et al. 2020,30,OSIRIS,Gran Telescopio CANARIAS 10.4m telescope,0.525,0.895,,,
K2-3 b,Transmission,Beichman et al. 2016,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,,,
K2-3 b,Transmission,Beichman et al. 2016,1,Kepler CCD Array,The Kepler Mission,0.6,0.6,,,
K2-3 c,Transmission,Beichman et al. 2016,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,,,
K2-3 c,Transmission,Beichman et al. 2016,1,Kepler CCD Array,The Kepler Mission,0.6,0.6,,,
K2-3 d,Transmission,Beichman et al. 2016,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,,,
K2-3 d,Transmission,Beichman et al. 2016,1,Kepler CCD Array,The Kepler Mission,0.6,0.6,,,
KELT-7 b,Emission,Changeat et al. 2022,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,,,Figure 2
KELT-7 b,Emission,Changeat et al. 2022,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.1263,1.6295,,,Figure 2
KELT-7 b,Emission,Mansfield et al. 2021,14,Wide Field Camera 3,Hubble Space Telescope satellite,1.139,1.64,,,Supplementary Table 5
KELT-7 b,Emission,Pluriel et al. 2020,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.1262,1.6294,,,Table 4
KELT-7 b,Transmission,Changeat et al. 2022,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.1263,1.6295,,,Figure 2
KELT-7 b,Transmission,Pluriel et al. 2020,1,TESS CCD Array,Transiting Exoplanet Survey Satellite,0.8,0.8,,,Table 4
KELT-7 b,Transmission,Pluriel et al. 2020,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.1262,1.6294,,,Table 4
HAT-P-55 b,Transmission,Kang et al. 2024,4,MuSCAT2,"1.52 m Telescopio Carlos Sanchez, Teide Observatory",0.475,0.87,,,Table 3
WASP-74 b,Emission,Changeat et al. 2022,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,,,Figure 2
WASP-74 b,Emission,Changeat et al. 2022,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.1263,1.6295,,,Figure 2
WASP-74 b,Emission,Mansfield et al. 2021,14,Wide Field Camera 3,Hubble Space Telescope satellite,1.139,1.64,,,Supplementary Table 5
WASP-74 b,Emission,Fu et al. 2021,30,Wide Field Camera 3,Hubble Space Telescope satellite,1.1193,4.5,,,Table 10
WASP-74 b,Transmission,Mancini et al. 2019,1,DFOSC,Danish 1.54m telescope at European Southern Observatory,0.798,0.798,,,
WASP-74 b,Transmission,Mancini et al. 2019,1,DLR-MKIII camera,Calar Alto Observatory's 1.2 meter Telescope,0.787,0.787,,,
WASP-74 b,Transmission,Mancini et al. 2019,7,GROND,Max Planck Gesellschaft 2.2 meter Telescope at European Southern Observatory,0.459,2.17,,,
WASP-74 b,Transmission,Mancini et al. 2019,18,Wide Field Camera 3,Hubble Space Telescope satellite,1.126,1.625,,,
WASP-74 b,Transmission,Changeat et al. 2022,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.1262,1.6294,,,Figure 2
WASP-74 b,Transmission,Fu et al. 2021,65,Wide Field Camera 3,Hubble Space Telescope satellite,0.33,4.5,,,Table 8
K2-18 b,Transmission,Tsiaras et al. 2019,17,Wide Field Camera 3,Hubble Space Telescope satellite,1.156,1.606,,,
K2-18 b,Transmission,Benneke et al. 2019,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.54,4.49,,,
K2-18 b,Transmission,Benneke et al. 2019,1,Kepler CCD camera,The Kepler Mission,0.66,0.66,,,
K2-18 b,Transmission,Benneke et al. 2019,17,Wide Field Camera 3,Hubble Space Telescope satellite,1.14,1.61,,,
K2-18 b,Transmission,Madhusudhan et al. 2023,1010,Near Infrared Imager and Slitless Spectrograph (NIRISS),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,0.8523,2.827,,,Figure 3
K2-18 b,Transmission,Madhusudhan et al. 2023,3401,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.7428,5.1743,,,Figure 3
HAT-P-57 b,Transmission,Jiang et al. 2023,40,OSIRIS,Gran Telescopio CANARIAS 10.4m telescope,0.53,0.92,,,
GJ 1132 b,Transmission,Southworth et al. 2017,4,GROND,Max Planck Gesellschaft 2.2 meter Telescope at European Southern Observatory,0.477,0.9134,,,
GJ 1132 b,Transmission,Southworth et al. 2017,2,PISCO,Carnegie Institution for Science (CIS) 6.5m Landon Clay Telescope at Las Campanas Observatory (LCO),0.475,0.775,,,
GJ 1132 b,Transmission,Diamond-Lowe et al. 2018,17,LDSS-3C,Magellan II Landon Clay Telescope,0.71,1.03,,,
GJ 1132 b,Transmission,Swain et al. 2021,94,Wide Field Camera 3,Hubble Space Telescope satellite,1.13,1.637,,,
GJ 1132 b,Transmission,Libby-Roberts et al. 2022,22,Wide Field Camera 3,Hubble Space Telescope satellite,1.161,1.619,,,Table 2
GJ 1132 b,Transmission,Mugnai et al. 2021,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.1263,1.6295,,,Table 4
GJ 1132 b,Transmission,May et al. 2023,59,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.794,5.1279,,,Exotic-jedi R100 (Visit 2)
GJ 1132 b,Transmission,May et al. 2023,60,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.7663,5.1279,,,Firefly R100 (Visit 1)
GJ 1132 b,Transmission,May et al. 2023,59,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.7935,5.1282,,,Exotic-jedi R100 (Visit 1)
GJ 1132 b,Transmission,May et al. 2023,60,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.7666,5.1281,,,Firefly R100 (Visit 2)
GJ 1132 b,Transmission,May et al. 2023,60,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.7663,5.1278,,,Eureka R100 (Visit 1)
GJ 1132 b,Transmission,May et al. 2023,60,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.7668,5.1283,,,Eureka R100 (Visit 2)
HAT-P-51 b,Transmission,Kang et al. 2024,4,MuSCAT2,"1.52 m Telescopio Carlos Sanchez, Teide Observatory",0.475,0.87,,,Table 3
K2-26 b,Transmission,Beichman et al. 2016,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,,,
K2-26 b,Transmission,Beichman et al. 2016,1,Kepler CCD Array,The Kepler Mission,0.6,0.6,,,
WASP-76 b,Emission,Edwards et al. 2020,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.1262,1.6294,,,
WASP-76 b,Emission,Changeat et al. 2022,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,,,Figure 2
WASP-76 b,Emission,Changeat et al. 2022,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.1263,1.6295,,,Figure 2
WASP-76 b,Emission,Mansfield et al. 2021,14,Wide Field Camera 3,Hubble Space Telescope satellite,1.139,1.64,,,Supplementary Table 5
WASP-76 b,Emission,May et al. 2021,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,,,"Table 4 and text, Section 5"
WASP-76 b,Transmission,Edwards et al. 2020,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.1262,1.6294,,,
WASP-76 b,Transmission,Changeat et al. 2022,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.1262,1.6294,,,Figure 2
TRAPPIST-1 b,Emission,Greene et al. 2023,1,Mid-Infrared Instrument (MIRI),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,15.0,15.0,,,
TRAPPIST-1 c,Emission,Zieba et al. 2023,1,Mid-Infrared Instrument (MIRI),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,15.0,15.0,,,
WASP-124 b,Transmission,McGruder et al. 2023,33,Multiple Instruments,Multiple Observatories,0.465,0.979,,,
WASP-121 b,Emission,Evans et al. 2017,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,3.6,,,eclipse depth (3670 +/- 130 ppm) taken from text
WASP-121 b,Emission,Evans et al. 2017,28,Wide Field Camera 3,Hubble Space Telescope satellite,1.131,1.632,,,
WASP-121 b,Emission,Mikal-Evans et al. 2020,28,Wide Field Camera 3,Hubble Space Telescope satellite,1.129,1.628,,,
WASP-121 b,Emission,Changeat et al. 2022,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,,,Figure 2
WASP-121 b,Emission,Changeat et al. 2022,38,Wide Field Camera 3,Hubble Space Telescope satellite,0.8125,1.6295,,,Figure 2
WASP-121 b,Emission,Mansfield et al. 2021,14,Wide Field Camera 3,Hubble Space Telescope satellite,1.139,1.64,,,Supplementary Table 5
WASP-121 b,Transmission,Evans et al. 2016,31,Wide Field Camera 3,Hubble Space Telescope,0.4365,1.6315,,,
WASP-121 b,Transmission,Sing et al. 2019,5,Space Telescope Imaging Spectrograph,Hubble Space Telescope satellite,0.2387,0.2986,,,
WASP-121 b,Transmission,Changeat et al. 2022,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.1263,1.6295,,,Figure 2
WASP-121 b,Transmission,Edwards et al. 2023,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.1262,1.6294,,,G141
WASP-121 b,Transmission,Wilson et al. 2021,53,GMOS,Gemini South Telescope,0.525,0.945,,,
HIP 41378 b,Transmission,Edwards et al. 2023,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.1262,1.6294,,,G141
HIP 41378 f,Transmission,Edwards et al. 2023,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.1262,1.6294,,,G141
