PL_NAME,SPEC_TYPE,AUTHORS,NUM_DATAPOINTS,INSTRUMENT,FACILITY,MINWAVELNG,MAXWAVELNG,MINTRANMID,MAXTRANMID,NOTE
HD 3167 c,Transmission,Guilluy et al. 2021,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.1262,1.6295,,,Table 5
HAT-P-65 b,Transmission,Kang et al. 2024,4,MuSCAT2,"1.52 m Telescopio Carlos Sanchez, Teide Observatory",0.475,0.87,,,Table 3
WASP-127 b,Transmission,Palle et al. 2017,23,ALFOSC,Nordic Optical Telescope,0.425,0.875,,,
WASP-127 b,Transmission,Chen et al. 2018,27,ALFOSC,Nordic Optical Telescope,0.405,0.935,,,
WASP-127 b,Transmission,Chen et al. 2018,86,OSIRIS,Gran Telescopio CANARIAS 10.4m telescope,0.5242,1.013,,,
WASP-127 b,Transmission,Skaf et al. 2020,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.1262,1.6295,,,Table 4
TRAPPIST-1 g,Transmission,Wakeford et al. 2019,13,Wide Field Camera 3,Hubble Space Telescope satellite,1.1375,1.635,,,
TRAPPIST-1 h,Transmission,Gressier et al. 2022,18,Wide Field Camera 3,Hubble Space Telescope satellite,1.1262,1.6237,,,Table 2
HD 106315 c,Transmission,Guilluy et al. 2021,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.1262,1.6295,,,Table 5
KELT-11 b,Transmission,Col&oacute;n et al. 2020,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,3.6,,,
KELT-11 b,Transmission,Col&oacute;n et al. 2020,21,Wide Field Camera 3,Hubble Space Telescope satellite,1.137,1.637,,,
KELT-11 b,Transmission,Changeat et al. 2020,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.1262,1.6294,,,
KELT-9 b,Emission,Changeat &amp; Edwards 2021,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.1262,1.6294,,,
KELT-9 b,Emission,Wong et al. 2020,1,TESS CCD Array,Transiting Exoplanet Survey Satellite,0.787,0.787,,,
KELT-9 b,Emission,Changeat et al. 2022,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,,,Figure 2
KELT-9 b,Emission,Changeat et al. 2022,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.1263,1.6295,,,Figure 2
KELT-9 b,Transmission,Cauley et al. 2019,19,Potsdam Echelle Polarimetric & Spectroscopic Instrument (PEPSI),LBT Consortium Large Binocular Telescope (LBT) at Mount Graham International Observatory,0.4805,0.6563,,,
KELT-9 b,Transmission,Turner et al. 2020,4,CARMENES,Calar Alto Observatorys 3.5 meter Telescope,0.6565,0.8665,,,
WASP-107 b,Transmission,Kreidberg et al. 2018,20,Wide Field Camera 3,Hubble Space Telescope satellite,1.133,1.616,,,
WASP-107 b,Transmission,Spake et al. 2018,49,Wide Field Camera 3,Hubble Space Telescope satellite,0.8916,1.616,,,
WASP-107 b,Transmission,Dyrek et al. 2023,49,Mid-Infrared Instrument (MIRI) - LRS,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,4.61,11.83,,,"Extended Data Table 1, Eureka!"
WASP-107 b,Transmission,Dyrek et al. 2023,49,Mid-Infrared Instrument (MIRI) - LRS,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,4.61,11.83,,,"Extended Data Table 1, CASCAde"
WASP-107 b,Transmission,Dyrek et al. 2023,49,Mid-Infrared Instrument (MIRI) - LRS,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,4.61,11.83,,,"Extended Data Table 1, TEATRO"
WASP-107 b,Transmission,Edwards et al. 2023,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.1262,1.6294,,,G141
WASP-156 b,Transmission,Jiang et al. 2023,40,OSIRIS,Gran Telescopio CANARIAS 10.4m telescope,0.53,0.92,,,
GJ 9827 d,Transmission,Roy et al. 2023,19,Wide Field Camera 3,Hubble Space Telescope satellite,1.115,1.655,,,Near-infrared Combined Spectrum
KELT-20 b,Emission,Fu et al. 2022,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,,,Table 1
KELT-20 b,Emission,Fu et al. 2022,1,TESS CCD Array,Transiting Exoplanet Survey Satellite,0.8,0.8,,,Table 1
KELT-20 b,Emission,Fu et al. 2022,29,Wide Field Camera 3,Hubble Space Telescope satellite,1.13,1.64,,,Table 1
HD 219666 b,Transmission,Edwards et al. 2023,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.1262,1.6294,,,G141
V1298 Tau b,Transmission,Edwards et al. 2023,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.1262,1.6294,,,G141
TOI-270 c,Transmission,Edwards et al. 2023,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.1262,1.6294,,,G141
TOI-270 d,Transmission,Mikal-Evans et al. 2023,28,Wide Field Camera 3,Hubble Space Telescope satellite,1.135,1.634,,,
TOI-270 d,Transmission,Edwards et al. 2023,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.1262,1.6294,,,G141
LTT 1445 A b,Transmission,Diamond-Lowe et al. 2023,20,LDSS-3C,Magellan II Landon Clay Telescope,0.63,1.01,,,Combination of four data sets
HAT-P-70 b,Emission,Changeat et al. 2022,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.1263,1.6295,,,Figure 2
WASP-178 b,Transmission,Lothringer et al. 2022,53,Wide Field Camera 3,Hubble Space Telescope satellite,0.1963,0.7575,,,Extended Data Table 1
WASP-178 b,Transmission,Edwards et al. 2023,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.1262,1.6294,,,G141
V1298 Tau c,Transmission,Edwards et al. 2023,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.1262,1.6294,,,G141
L 168-9 b,Transmission,Bouwman et al. 2023,48,Mid-Infrared Instrument (MIRI) - LRS,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,4.86,11.86,,,CASCADe Pipeline
L 168-9 b,Transmission,Bouwman et al. 2023,48,Mid-Infrared Instrument (MIRI) - LRS,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,4.86,11.86,,,Eureka! Pipeline
LTT 9779 b,Transmission,Edwards et al. 2023,38,Wide Field Camera 3,Hubble Space Telescope satellite,0.8375,1.6294,,,
LTT 9779 b,Transmission,Radica et al. 2024,227,Near Infrared Imager and Slitless Spectrograph (NIRISS),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,0.6064,2.7286,,,SOSS mode
GJ 486 b,Transmission,Moran et al. 2023,47,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.865,5.119,,,Tiberius pipeline
GJ 486 b,Transmission,Moran et al. 2023,110,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.867,5.155,,,Eureka! pipeline
GJ 486 b,Transmission,Moran et al. 2023,46,Near Infrared Spectrograph (NIRSpec),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.854,5.026,,,FIREFLy pipeline
TOI-674 b,Transmission,Edwards et al. 2023,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.1262,1.6294,,,G141
GJ 367 b,Emission,Zhang et al. 2024,11,Mid-Infrared Instrument (MIRI),NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,5.364,11.454,,,The fiducial emission spectrum (Table 4)
TOI-1268 b,Transmission,P&eacute;rez-Gonz&aacute;lez et al. 2024,1,TESS CCD Array,Transiting Exoplanet Survey Satellite,0.787,0.787,,,
TOI-1268 b,Transmission,P&eacute;rez-Gonz&aacute;lez et al. 2024,1,Wide-field InfraRed Camera (WIRC),Palomar Observatory 200-inch Hale Telescope,1.083,1.083,,,
WASP-189 b,Transmission,Sreejith et al. 2023,11,CUTE CCD Array,Colorado Ultraviolet Transit Experiment (CUTE),0.251,0.324,,,NUV t. spec. at 10 A and 100 A Bins
Kepler-18 c,Transmission,D&eacute;sert et al. 2015,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,,,
Kepler-18 c,Transmission,D&eacute;sert et al. 2015,1,Kepler CCD Array,The Kepler Mission,0.6,0.6,,,
Kepler-410 A b,Transmission,D&eacute;sert et al. 2015,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,,,
Kepler-410 A b,Transmission,D&eacute;sert et al. 2015,1,Kepler CCD Array,The Kepler Mission,0.6,0.6,,,
LHS 475 b,Transmission,Lustig-Yaeger et al. 2023,56,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.8287,5.1436,,,FIREFLy pipeline (low resolution)
LHS 475 b,Transmission,Lustig-Yaeger et al. 2023,3370,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.7872,5.1497,,,Tiberius pipeline
LHS 475 b,Transmission,Lustig-Yaeger et al. 2023,3284,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.8843,5.1768,,,Eureka! pipeline
LHS 475 b,Transmission,Lustig-Yaeger et al. 2023,3382,Near Infrared Spectrograph (NIRSpec) - G395H,NASA 6.5m James Webb Space Telescope (JWST) Satellite Mission,2.809,5.175,,,FIREFLy pipeline
Kepler-61 b,Transmission,D&eacute;sert et al. 2015,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,,,
Kepler-61 b,Transmission,D&eacute;sert et al. 2015,1,Kepler CCD Array,The Kepler Mission,0.6,0.6,,,
KOI-13 b,Emission,Beatty et al. 2017,15,Wide Field Camera 3,Hubble Space Telescope satellite,1.142,1.632,,,Table 4
KOI-13 b,Emission,Changeat et al. 2022,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,,,Figure 2
KOI-13 b,Emission,Changeat et al. 2022,15,Wide Field Camera 3,Hubble Space Telescope satellite,1.142,1.632,,,Figure 2
KOI-13 b,Emission,Mansfield et al. 2021,14,Wide Field Camera 3,Hubble Space Telescope satellite,1.139,1.64,,,Supplementary Table 5
KOI-13 b,Transmission,D&eacute;sert et al. 2015,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,,,
KOI-13 b,Transmission,D&eacute;sert et al. 2015,1,Kepler CCD Array,The Kepler Mission,0.6,0.6,,,
Kepler-102 e,Transmission,D&eacute;sert et al. 2015,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,,,
Kepler-102 e,Transmission,D&eacute;sert et al. 2015,1,Kepler CCD Array,The Kepler Mission,0.6,0.6,,,
Kepler-14 b,Transmission,D&eacute;sert et al. 2015,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,,,
Kepler-14 b,Transmission,D&eacute;sert et al. 2015,1,Kepler CCD Array,The Kepler Mission,0.6,0.6,,,
Kepler-94 b,Transmission,D&eacute;sert et al. 2015,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,,,
Kepler-94 b,Transmission,D&eacute;sert et al. 2015,1,Kepler CCD Array,The Kepler Mission,0.6,0.6,,,
Kepler-125 b,Transmission,D&eacute;sert et al. 2015,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,,,
Kepler-125 b,Transmission,D&eacute;sert et al. 2015,1,Kepler CCD Array,The Kepler Mission,0.6,0.6,,,
TOI-4438 b,Transmission,Goffo et al. 2024,4,MuSCAT2,"1.52 m Telescopio Carlos Sanchez, Teide Observatory",0.475,0.87,,,Table 2
TOI-4438 b,Transmission,Goffo et al. 2024,1,TESS CCD Array,Transiting Exoplanet Survey Satellite,0.787,0.787,,,Table 2
TOI-4860 b,Transmission,Almenara et al. 2023,5,ExTrA,"60 cm telescopes, La Silla Observatory",0.8898,1.5264,,,Table 2
TOI-4860 b,Transmission,Almenara et al. 2023,1,TESS CCD Array,Transiting Exoplanet Survey Satellite,0.7698,0.7698,,,Table 2
Kepler-68 b,Transmission,D&eacute;sert et al. 2015,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,,,
Kepler-68 b,Transmission,D&eacute;sert et al. 2015,1,Kepler CCD Array,The Kepler Mission,0.6,0.6,,,
Kepler-62 e,Transmission,D&eacute;sert et al. 2015,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,,,
Kepler-62 e,Transmission,D&eacute;sert et al. 2015,1,Kepler CCD Array,The Kepler Mission,0.6,0.6,,,
Kepler-249 d,Transmission,D&eacute;sert et al. 2015,3,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,,,
Kepler-249 d,Transmission,D&eacute;sert et al. 2015,1,Kepler CCD Array,The Kepler Mission,0.6,0.6,,,
KOI-94 d,Transmission,D&eacute;sert et al. 2015,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,,,
KOI-94 d,Transmission,D&eacute;sert et al. 2015,1,Kepler CCD Array,The Kepler Mission,0.6,0.6,,,
Kepler-32 d,Transmission,D&eacute;sert et al. 2015,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,,,
Kepler-32 d,Transmission,D&eacute;sert et al. 2015,1,Kepler CCD Array,The Kepler Mission,0.6,0.6,,,
Kepler-49 c,Transmission,D&eacute;sert et al. 2015,3,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,,,
Kepler-49 c,Transmission,D&eacute;sert et al. 2015,1,Kepler CCD Array,The Kepler Mission,0.6,0.6,,,
Kepler-20 d,Transmission,D&eacute;sert et al. 2015,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,,,
Kepler-20 d,Transmission,D&eacute;sert et al. 2015,1,Kepler CCD Array,The Kepler Mission,0.6,0.6,,,
Kepler-26 c,Transmission,D&eacute;sert et al. 2015,3,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,,,
Kepler-26 c,Transmission,D&eacute;sert et al. 2015,1,Kepler CCD Array,The Kepler Mission,0.6,0.6,,,
Kepler-102 d,Transmission,D&eacute;sert et al. 2015,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,,,
Kepler-102 d,Transmission,D&eacute;sert et al. 2015,1,Kepler CCD Array,The Kepler Mission,0.6,0.6,,,
Kepler-11 e,Transmission,D&eacute;sert et al. 2015,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,,,
Kepler-11 e,Transmission,D&eacute;sert et al. 2015,1,Kepler CCD Array,The Kepler Mission,0.6,0.6,,,
Kepler-25 c,Transmission,D&eacute;sert et al. 2015,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,,,
Kepler-25 c,Transmission,D&eacute;sert et al. 2015,1,Kepler CCD Array,The Kepler Mission,0.6,0.6,,,
Kepler-37 d,Transmission,D&eacute;sert et al. 2015,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,,,
Kepler-37 d,Transmission,D&eacute;sert et al. 2015,1,Kepler CCD Array,The Kepler Mission,0.6,0.6,,,
Kepler-127 d,Transmission,D&eacute;sert et al. 2015,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,,,
Kepler-127 d,Transmission,D&eacute;sert et al. 2015,1,Kepler CCD Array,The Kepler Mission,0.6,0.6,,,
Kepler-25 b,Transmission,D&eacute;sert et al. 2015,3,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,,,
Kepler-25 b,Transmission,D&eacute;sert et al. 2015,1,Kepler CCD Array,The Kepler Mission,0.6,0.6,,,
Kepler-93 b,Transmission,D&eacute;sert et al. 2015,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,,,
Kepler-93 b,Transmission,D&eacute;sert et al. 2015,1,Kepler CCD Array,The Kepler Mission,0.6,0.6,,,
TrES-2 b,Emission,Croll et al. 2010,1,Wide-field Infrared Camera (WIRCam),3.58m Canada-France-Hawaii Telescope (CFHT) at Mauna Kea Observatory,2.146,2.146,,,eclipse depth taken from Abstract
TrES-2 b,Emission,Christiansen et al. 2011,1,High Resolution Imager (HRI),Deep Impact spacecraft,0.65,0.65,,,Table 6
TrES-2 b,Emission,O&#39;Donovan et al. 2010,4,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,8.0,,,Table 2
TrES-2 b,Transmission,Ranjan et al. 2014,10,Wide Field Camera 3,Hubble Space Telescope satellite,1.0965,1.6535,,,
TrES-2 b,Transmission,Edwards et al. 2023,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.1262,1.6294,,,G141
Kepler-18 d,Transmission,D&eacute;sert et al. 2015,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,,,
Kepler-18 d,Transmission,D&eacute;sert et al. 2015,1,Kepler CCD Array,The Kepler Mission,0.6,0.6,,,
Kepler-104 d,Transmission,D&eacute;sert et al. 2015,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,,,
Kepler-104 d,Transmission,D&eacute;sert et al. 2015,1,Kepler CCD Array,The Kepler Mission,0.6,0.6,,,
Kepler-126 d,Transmission,D&eacute;sert et al. 2015,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,,,
Kepler-126 d,Transmission,D&eacute;sert et al. 2015,1,Kepler CCD Array,The Kepler Mission,0.6,0.6,,,
Kepler-51 d,Transmission,Edwards et al. 2023,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.1262,1.6294,,,G141
Kepler-138 c,Transmission,D&eacute;sert et al. 2015,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,,,
Kepler-138 c,Transmission,D&eacute;sert et al. 2015,1,Kepler CCD Array,The Kepler Mission,0.6,0.6,,,
Kepler-138 d,Transmission,Piaulet et al. 2022,7,Multiple Instruments,Multiple Observatories,0.66,4.5,,,Updated HST and Spitzer results.
Kepler-22 b,Transmission,D&eacute;sert et al. 2015,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,,,
Kepler-22 b,Transmission,D&eacute;sert et al. 2015,1,Kepler CCD Array,The Kepler Mission,0.6,0.6,,,
Kepler-9 b,Transmission,Edwards et al. 2023,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.1262,1.6294,,,G141
Kepler-5 b,Emission,D&eacute;sert et al. 2011,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,,,Table 2
Kepler-236 c,Transmission,D&eacute;sert et al. 2015,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,,,
Kepler-236 c,Transmission,D&eacute;sert et al. 2015,1,Kepler CCD Array,The Kepler Mission,0.6,0.6,,,
Kepler-10 c,Transmission,D&eacute;sert et al. 2015,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,,,
Kepler-10 c,Transmission,D&eacute;sert et al. 2015,1,Kepler CCD Array,The Kepler Mission,0.6,0.6,,,
Kepler-19 b,Transmission,D&eacute;sert et al. 2015,3,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,,,
Kepler-19 b,Transmission,D&eacute;sert et al. 2015,1,Kepler CCD Array,The Kepler Mission,0.6,0.6,,,
Kepler-49 b,Transmission,D&eacute;sert et al. 2015,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,,,
Kepler-49 b,Transmission,D&eacute;sert et al. 2015,1,Kepler CCD Array,The Kepler Mission,0.6,0.6,,,
HAT-P-7 b,Emission,Christiansen et al. 2010,4,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,8.0,,,Table 3
HAT-P-7 b,Emission,Changeat et al. 2022,4,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,8.0,,,Figure 2
HAT-P-7 b,Emission,Changeat et al. 2022,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.1263,1.6295,,,Figure 2
HAT-P-7 b,Transmission,Wong et al. 2016,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.6,4.5,2455419.5574,2455430.582,
HAT-P-7 b,Transmission,Changeat et al. 2022,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.1263,1.6295,,,Figure 2
HAT-P-7 b,Transmission,Edwards et al. 2023,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.1262,1.6294,,,G141
KOI-12 b,Transmission,D&eacute;sert et al. 2015,1,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,,,
KOI-12 b,Transmission,D&eacute;sert et al. 2015,1,Kepler CCD Array,The Kepler Mission,0.6,0.6,,,
K2-24 b,Transmission,Edwards et al. 2023,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.1262,1.6294,,,G141
HAT-P-11 b,Transmission,Fraine et al. 2014,6,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,3.521,4.471,,,
HAT-P-11 b,Transmission,Fraine et al. 2014,1,Kepler CCD camera,The Kepler Mission,0.642,0.642,,,
HAT-P-11 b,Transmission,Fraine et al. 2014,29,Wide Field Camera 3,Hubble Space Telescope satellite,1.153,1.68,,,
Kepler-9 c,Transmission,Edwards et al. 2023,25,Wide Field Camera 3,Hubble Space Telescope satellite,1.1262,1.6294,,,G141
Kepler-158 c,Transmission,D&eacute;sert et al. 2015,3,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,,,
Kepler-158 c,Transmission,D&eacute;sert et al. 2015,1,Kepler CCD Array,The Kepler Mission,0.6,0.6,,,
Kepler-205 c,Transmission,D&eacute;sert et al. 2015,2,Infrared Array Camera (IRAC),Spitzer Space Telescope satellite,4.5,4.5,,,
Kepler-205 c,Transmission,D&eacute;sert et al. 2015,1,Kepler CCD Array,The Kepler Mission,0.6,0.6,,,
